pais,metodo_orden,tipo_comercio,linea,tipo_producto,producto,año,cuatrimestre,ventas,cantidad,utilidad_bruta_p,utilidad_bruta,costos
Venezuela,Teléfono,De proximidad,Adultos,Vestimenta,Phalaropus fulicarius,2019.0,C3 2019,144565.60,743,68.52,99059.93,45505.67
Venezuela,Representante,De proximidad,Infantil,Juguetes,Speotyte cuniculata,2019.0,C3 2019,129323.29,6029,27.77,35916.54,93406.75
Venezuela,Mail,De proximidad,Mascotas,Calzado,Ardea cinerea,2019.0,C3 2019,136035.13,10821,31.48,42824.77,93210.36
Venezuela,Mail,Mayorista,Adultos,Vestimenta,Junonia genoveua,2019.0,C3 2019,182051.58,4603,38.02,69213.13,112838.45
Argentina,Website,Especializado,Mascotas,Calzado,Ardea cinerea,2019.0,C4 2019,160313.54,824,66.95,107323.75,52989.79
Argentina,Mail,Grandes Almacenes,Infantil,Lentes,Dicrurus adsimilis,2019.0,C4 2019,148714.12,15889,58.82,87478.77,61235.35
Argentina,Teléfono,Hipermercado,Unisex,Accesorios,Phoenicopterus ruber,2019.0,C4 2019,110778.59,8246,56.48,62563.08,48215.51
Argentina,Representante,Grandes Almacenes,Mujer,Calzado,Zosterops pallidus,2019.0,C4 2019,141632.90,12678,29.60,41926.67,99706.23
Argentina,Especial,Especializado,Adultos,Lentes,Butorides striatus,2019.0,C4 2019,93932.36,2573,71.77,67411.81,26520.55
Argentina,Representante,Hipermercado,Infantil,Lentes,Gazella thompsonii,2019.0,C4 2019,146805.60,11316,44.53,65365.56,81440.04
Argentina,Especial,Grandes Almacenes,Adultos,Calzado,unavailable,2019.0,C4 2019,135841.27,704,54.13,73529.88,62311.39
Argentina,Mail,Hipermercado,Hombre,Accesorios,Carduelis pinus,2019.0,C4 2019,172677.24,11110,26.84,46339.94,126337.30
Argentina,MercadoLibre,De proximidad,Mujer,Lentes,Mazama gouazoubira,2019.0,C4 2019,174767.00,5349,37.10,64836.83,109930.17
Argentina,MercadoLibre,Grandes Almacenes,Adultos,Lentes,Cygnus atratus,2019.0,C4 2019,154537.22,9932,51.12,78995.98,75541.24
Argentina,MercadoLibre,Especializado,Hombre,Joyas,Dusicyon thous,2019.0,C4 2019,99695.25,13994,56.84,56670.69,43024.56
Argentina,MercadoLibre,Hipermercado,Unisex,Calzado,Hymenolaimus malacorhynchus,2019.0,C4 2019,129319.01,13536,53.13,68707.34,60611.67
Argentina,Representante,Mayorista,Mujer,Vestimenta,Ninox superciliaris,2019.0,C4 2019,114814.08,12114,65.16,74812.36,40001.72
Argentina,Especial,Grandes Almacenes,Mascotas,Vestimenta,Sylvicapra grimma,2019.0,C4 2019,127965.68,6413,51.03,65294.96,62670.72
Argentina,Teléfono,Hipermercado,Mascotas,Accesorios,Genetta genetta,2019.0,C4 2019,115286.33,2931,70.35,81099.26,34187.07
Argentina,Especial,Mayorista,Infantil,Lentes,Cygnus atratus,2019.0,C4 2019,96621.52,13591,34.76,33584.56,63036.96
Argentina,Representante,De proximidad,Mascotas,Lentes,Amphibolurus barbatus,2019.0,C4 2019,147032.78,15299,42.78,62901.51,84131.27
Argentina,Website,Grandes Almacenes,Unisex,Juguetes,Anhinga rufa,2019.0,C4 2019,157608.33,16558,58.51,92216.50,65391.83
Argentina,Teléfono,Hipermercado,Mascotas,Calzado,Paraxerus cepapi,2019.0,C4 2019,163754.68,14047,46.24,75715.45,88039.23
Argentina,Teléfono,Mayorista,Adultos,Joyas,Colobus guerza,2019.0,C4 2019,176663.24,2679,30.24,53431.29,123231.95
Argentina,Teléfono,Especializado,Mujer,Calzado,Genetta genetta,2019.0,C4 2019,155447.98,7753,63.82,99205.77,56242.21
Argentina,Representante,De proximidad,Infantil,Lentes,Equus hemionus,2019.0,C4 2019,173390.53,12296,46.09,79919.40,93471.13
Argentina,MercadoLibre,De proximidad,Unisex,Accesorios,Galictis vittata,2019.0,C4 2019,166813.50,9815,72.87,121556.82,45256.68
Argentina,Especial,Especializado,Mascotas,Vestimenta,Crotaphytus collaris,2019.0,C4 2019,163625.97,6278,58.58,95845.99,67779.98
Argentina,Representante,Hipermercado,Infantil,Joyas,Rhea americana,2019.0,C4 2019,156914.32,4792,28.58,44838.94,112075.38
Argentina,Website,Hipermercado,Adultos,Calzado,Dendrocygna viduata,2019.0,C4 2019,115197.57,16607,42.28,48707.87,66489.70
Argentina,MercadoLibre,De proximidad,Unisex,Lentes,Lycaon pictus,2019.0,C4 2019,123677.91,17183,49.58,61313.40,62364.51
Argentina,Teléfono,Especializado,Mascotas,Accesorios,Eremophila alpestris,2019.0,C4 2019,181034.99,684,51.73,93655.09,87379.90
Argentina,Especial,Hipermercado,Infantil,Accesorios,Phalacrocorax brasilianus,2019.0,C4 2019,146085.43,1608,30.93,45189.72,100895.71
Argentina,Mail,Hipermercado,Unisex,Lentes,Megaderma spasma,2019.0,C4 2019,164693.86,716,69.11,113821.84,50872.02
Argentina,Website,De proximidad,Infantil,Calzado,Dasyurus maculatus,2019.0,C4 2019,119432.22,11185,32.41,38713.47,80718.75
Argentina,MercadoLibre,Especializado,Infantil,Joyas,Anthropoides paradisea,2019.0,C4 2019,127715.36,3484,52.04,66465.84,61249.52
Argentina,Teléfono,Grandes Almacenes,Infantil,Lentes,Phalacrocorax carbo,2019.0,C4 2019,145018.60,17348,33.08,47967.74,97050.86
Argentina,Website,Especializado,Infantil,Vestimenta,Deroptyus accipitrinus,2019.0,C4 2019,103458.67,10524,29.57,30595.92,72862.75
Argentina,MercadoLibre,Mayorista,Infantil,Lentes,Cygnus atratus,2019.0,C4 2019,123654.83,15878,48.04,59406.12,64248.71
Argentina,Website,Grandes Almacenes,Mujer,Joyas,Macropus rufogriseus,2019.0,C4 2019,115804.85,10841,57.88,67026.05,48778.80
Argentina,Especial,Hipermercado,Infantil,Calzado,Tayassu pecari,2019.0,C4 2019,111091.71,13488,46.35,51494.99,59596.72
Argentina,Mail,Mayorista,Hombre,Joyas,Dusicyon thous,2019.0,C4 2019,97754.42,604,51.19,50045.03,47709.39
Argentina,Teléfono,Mayorista,Adultos,Joyas,Pavo cristatus,2019.0,C4 2019,163593.87,2743,58.75,96106.89,67486.98
Argentina,MercadoLibre,Mayorista,Mascotas,Lentes,Corvus albus,2019.0,C4 2019,132016.68,603,43.45,57365.51,74651.17
Argentina,Representante,Especializado,Mujer,Juguetes,Butorides striatus,2019.0,C4 2019,138596.05,11868,63.13,87496.05,51100.00
Argentina,MercadoLibre,De proximidad,Hombre,Joyas,Ammospermophilus nelsoni,2019.0,C4 2019,175605.18,2069,49.04,86114.22,89490.96
Argentina,Teléfono,Grandes Almacenes,Mascotas,Accesorios,Sciurus vulgaris,2019.0,C4 2019,103024.91,6319,30.76,31694.51,71330.40
Argentina,Representante,De proximidad,Hombre,Calzado,Paraxerus cepapi,2019.0,C4 2019,114729.51,14545,64.92,74480.03,40249.48
Argentina,Representante,Especializado,Adultos,Lentes,Phalaropus lobatus,2019.0,C4 2019,123857.99,11274,65.46,81073.21,42784.78
Argentina,Teléfono,Grandes Almacenes,Mujer,Juguetes,Hyaena hyaena,2019.0,C4 2019,98384.40,15127,74.31,73112.21,25272.19
Argentina,Especial,Mayorista,Mujer,Joyas,Lasiorhinus latifrons,2019.0,C4 2019,126940.74,2669,30.32,38493.80,88446.94
Argentina,Website,De proximidad,Mujer,Lentes,Phalaropus lobatus,2019.0,C4 2019,117574.55,8388,66.57,78263.91,39310.64
Argentina,Representante,Mayorista,Hombre,Calzado,Tayassu pecari,2019.0,C4 2019,100075.37,16256,36.82,36845.54,63229.83
Argentina,Representante,Grandes Almacenes,Infantil,Calzado,Paraxerus cepapi,2019.0,C4 2019,154528.87,560,72.45,111954.90,42573.97
Argentina,MercadoLibre,De proximidad,Adultos,Calzado,Cacatua tenuirostris,2019.0,C4 2019,104446.75,11551,44.06,46021.80,58424.95
Argentina,Mail,Grandes Almacenes,Infantil,Calzado,Tayassu pecari,2019.0,C4 2019,127026.44,10695,30.11,38249.83,88776.61
Argentina,Mail,De proximidad,Mascotas,Accesorios,Zosterops pallidus,2019.0,C4 2019,168829.17,13335,54.90,92682.05,76147.12
Argentina,Especial,Mayorista,Mujer,Calzado,Tayassu pecari,2019.0,C4 2019,122463.37,9000,37.83,46326.18,76137.19
Argentina,Mail,Hipermercado,Mascotas,Joyas,Dusicyon thous,2019.0,C4 2019,165529.86,9112,73.20,121170.03,44359.83
Argentina,Website,Mayorista,Mascotas,Accesorios,Galictis vittata,2019.0,C4 2019,184237.23,2204,24.69,45483.16,138754.07
Argentina,Website,Mayorista,Mascotas,Joyas,Macropus rufogriseus,2019.0,C4 2019,162871.12,1657,73.34,119442.97,43428.15
Argentina,Especial,Mayorista,Unisex,Juguetes,Orcinus orca,2019.0,C4 2019,169317.06,9860,66.83,113155.49,56161.57
Argentina,Representante,De proximidad,Hombre,Lentes,Corvus albus,2019.0,C4 2019,120425.98,6313,29.95,36066.52,84359.46
Argentina,Representante,Grandes Almacenes,Unisex,Lentes,Lycaon pictus,2019.0,C4 2019,182373.66,2876,53.22,97059.20,85314.46
Argentina,Teléfono,De proximidad,Mujer,Joyas,Dusicyon thous,2019.0,C4 2019,117950.28,14739,62.11,73257.79,44692.49
Argentina,MercadoLibre,Especializado,Unisex,Accesorios,Sciurus vulgaris,2019.0,C4 2019,171370.60,10295,53.54,91749.22,79621.38
Argentina,Teléfono,Especializado,Hombre,Joyas,Bassariscus astutus,2019.0,C4 2019,97209.45,4294,74.19,72120.43,25089.02
Argentina,Especial,Mayorista,Mascotas,Juguetes,Anhinga rufa,2019.0,C4 2019,101810.80,9652,64.08,65238.97,36571.83
Argentina,Representante,Hipermercado,Unisex,Calzado,Cacatua tenuirostris,2019.0,C4 2019,100927.52,1660,58.08,58616.48,42311.04
Argentina,Representante,Grandes Almacenes,Unisex,Vestimenta,Falco mexicanus,2019.0,C4 2019,182173.65,6558,31.44,57270.77,124902.88
Argentina,Representante,De proximidad,Mujer,Juguetes,Anitibyx armatus,2019.0,C4 2019,182538.30,1646,30.26,55240.86,127297.44
Argentina,Website,Especializado,Unisex,Calzado,Hymenolaimus malacorhynchus,2019.0,C4 2019,182998.77,2548,68.33,125047.98,57950.79
Argentina,MercadoLibre,Hipermercado,Hombre,Joyas,Chelodina longicollis,2019.0,C4 2019,156902.98,8669,38.89,61021.03,95881.95
Argentina,Especial,Especializado,Unisex,Juguetes,Butorides striatus,2019.0,C4 2019,155282.78,15608,34.77,53995.35,101287.43
Argentina,MercadoLibre,Hipermercado,Adultos,Joyas,Bassariscus astutus,2019.0,C4 2019,98161.86,10526,38.04,37339.26,60822.60
Argentina,Representante,De proximidad,Infantil,Vestimenta,Erinaceus frontalis,2019.0,C4 2019,105590.17,16231,74.27,78422.05,27168.12
Argentina,Teléfono,Especializado,Mascotas,Juguetes,Spermophilus tridecemlineatus,2019.0,C4 2019,95967.26,1425,47.28,45373.76,50593.50
Argentina,Mail,Mayorista,Adultos,Calzado,Camelus dromedarius,2019.0,C4 2019,95672.21,17040,61.58,58919.39,36752.82
Argentina,Teléfono,Hipermercado,Adultos,Accesorios,Tetracerus quadricornis,2019.0,C4 2019,174165.10,1320,45.82,79809.30,94355.80
Argentina,Website,Grandes Almacenes,Mujer,Joyas,Rhea americana,2019.0,C4 2019,183309.49,15456,69.34,127106.29,56203.20
Argentina,Mail,Especializado,Mujer,Accesorios,Zosterops pallidus,2019.0,C4 2019,121125.51,8734,71.09,86103.51,35022.00
Argentina,Especial,De proximidad,Hombre,Calzado,Heloderma horridum,2019.0,C4 2019,99422.52,1808,55.22,54903.95,44518.57
Argentina,Website,Grandes Almacenes,Hombre,Lentes,Phalacrocorax carbo,2019.0,C4 2019,162342.08,14835,72.89,118326.47,44015.61
Argentina,Especial,Grandes Almacenes,Hombre,Joyas,Coluber constrictor,2019.0,C4 2019,163797.75,10225,32.89,53878.08,109919.67
Argentina,Teléfono,De proximidad,Hombre,Joyas,Tiliqua scincoides,2019.0,C4 2019,143246.25,9611,59.58,85339.57,57906.68
Argentina,Teléfono,De proximidad,Infantil,Accesorios,Tetracerus quadricornis,2019.0,C4 2019,112419.54,15493,51.31,57678.77,54740.77
Argentina,Mail,Especializado,Infantil,Joyas,Anthropoides paradisea,2019.0,C4 2019,96144.58,1092,29.28,28147.77,67996.81
Argentina,Especial,Grandes Almacenes,Adultos,Vestimenta,Meles meles,2019.0,C4 2019,117958.87,1820,69.58,82070.30,35888.57
Argentina,Teléfono,Hipermercado,Unisex,Juguetes,Butorides striatus,2019.0,C4 2019,129141.13,12220,26.74,34535.87,94605.26
Argentina,Especial,Hipermercado,Mascotas,Juguetes,Anitibyx armatus,2019.0,C4 2019,168729.86,15203,62.79,105949.92,62779.94
Argentina,Especial,Mayorista,Mujer,Calzado,Myiarchus tuberculifer,2019.0,C4 2019,95017.77,14138,24.96,23713.50,71304.27
Argentina,Teléfono,Hipermercado,Adultos,Vestimenta,Phoeniconaias minor,2019.0,C4 2019,182964.31,10157,54.14,99047.99,83916.32
Argentina,Teléfono,Grandes Almacenes,Mujer,Accesorios,Spermophilus parryii,2019.0,C4 2019,91705.17,3590,45.11,41366.67,50338.50
Argentina,MercadoLibre,Mayorista,Infantil,Lentes,Cyrtodactylus louisiadensis,2019.0,C4 2019,172044.60,7032,69.39,119382.65,52661.95
Argentina,Teléfono,De proximidad,Mujer,Juguetes,Canis aureus,2019.0,C4 2019,142314.18,14388,67.65,96282.61,46031.57
Argentina,Especial,Hipermercado,Mascotas,Calzado,Colaptes campestroides,2019.0,C4 2019,154193.93,11815,52.52,80983.29,73210.64
Argentina,Teléfono,Hipermercado,Mascotas,Lentes,Otaria flavescens,2019.0,C4 2019,159868.97,11036,44.40,70977.47,88891.50
Argentina,MercadoLibre,Grandes Almacenes,Hombre,Vestimenta,Meles meles,2019.0,C4 2019,138843.64,14370,71.76,99635.16,39208.48
Argentina,Teléfono,Especializado,Unisex,Vestimenta,Crotaphytus collaris,2019.0,C4 2019,151725.71,2592,63.08,95703.86,56021.85
Argentina,Website,Mayorista,Adultos,Accesorios,Eremophila alpestris,2019.0,C4 2019,120628.06,14249,46.02,55508.99,65119.07
Argentina,Teléfono,Grandes Almacenes,Mascotas,Vestimenta,Sylvicapra grimma,2019.0,C4 2019,115684.55,5827,57.34,66328.84,49355.71
Argentina,MercadoLibre,Especializado,Mascotas,Calzado,Oreamnos americanus,2019.0,C4 2019,115788.52,4704,64.84,75076.79,40711.73
Argentina,Especial,Hipermercado,Unisex,Vestimenta,Eolophus roseicapillus,2019.0,C4 2019,106206.96,3580,70.89,75284.95,30922.01
Argentina,MercadoLibre,De proximidad,Mascotas,Vestimenta,Crotaphytus collaris,2019.0,C4 2019,121387.67,14286,44.33,53813.41,67574.26
Argentina,Representante,Mayorista,Mujer,Vestimenta,Phylurus milli,2019.0,C4 2019,155526.97,1452,50.34,78289.43,77237.54
Argentina,Representante,Grandes Almacenes,Mascotas,Lentes,Gazella thompsonii,2019.0,C4 2019,131990.43,12083,51.55,68042.93,63947.50
Bermuda,Teléfono,Hipermercado,Unisex,Juguetes,Hyaena hyaena,2019.0,C4 2019,101082.30,627,48.68,49205.70,51876.60
Bolivia,MercadoLibre,Especializado,Mujer,Vestimenta,Chordeiles minor,2019.0,C4 2019,179875.43,7010,49.98,89905.64,89969.79
Bolivia,Teléfono,Hipermercado,Mascotas,Juguetes,Spermophilus tridecemlineatus,2019.0,C4 2019,112997.32,15820,30.22,34152.36,78844.96
Bolivia,Website,Grandes Almacenes,Hombre,Vestimenta,Deroptyus accipitrinus,2019.0,C4 2019,174760.72,1767,26.46,46239.48,128521.24
Bolivia,Mail,De proximidad,Mujer,Vestimenta,Dusicyon thous,2019.0,C4 2019,177619.85,8004,73.36,130298.50,47321.35
Bolivia,MercadoLibre,Grandes Almacenes,Adultos,Calzado,Hyaena brunnea,2019.0,C4 2019,113122.65,14452,55.03,62256.31,50866.34
Bolivia,Mail,Grandes Almacenes,Mujer,Calzado,Odocoileus hemionus,2019.0,C4 2019,149263.10,10677,68.84,102747.96,46515.14
Bolivia,Mail,Grandes Almacenes,Mascotas,Calzado,Dusicyon thous,2019.0,C4 2019,134892.90,11510,53.06,71570.25,63322.65
Bolivia,MercadoLibre,Mayorista,Mascotas,Accesorios,Grus canadensis,2019.0,C4 2019,102686.21,16141,33.03,33913.22,68772.99
Bolivia,Mail,Especializado,Hombre,Vestimenta,Crotaphytus collaris,2019.0,C4 2019,113674.81,16394,63.21,71855.00,41819.81
Bolivia,Website,Especializado,Mascotas,Vestimenta,Crax sp.,2019.0,C4 2019,184201.61,8882,68.98,127066.37,57135.24
Bolivia,Mail,Grandes Almacenes,Infantil,Accesorios,Grus canadensis,2019.0,C4 2019,131542.21,16611,48.10,63278.20,68264.01
Bolivia,Representante,De proximidad,Hombre,Lentes,unavailable,2019.0,C4 2019,139824.27,7928,44.50,62218.38,77605.89
Bolivia,Teléfono,Especializado,Hombre,Accesorios,Genetta genetta,2019.0,C4 2019,151256.25,15060,44.40,67150.98,84105.27
Bolivia,Mail,Mayorista,Hombre,Lentes,Phalaropus lobatus,2019.0,C4 2019,112233.06,5032,72.93,81856.12,30376.94
Bolivia,Website,De proximidad,Mascotas,Joyas,Dusicyon thous,2019.0,C4 2019,167025.45,6087,71.13,118797.41,48228.04
Bolivia,Teléfono,De proximidad,Adultos,Lentes,Corvus albus,2019.0,C4 2019,168615.49,5782,41.43,69864.57,98750.92
Bolivia,Especial,Grandes Almacenes,Unisex,Calzado,Heloderma horridum,2019.0,C4 2019,108149.73,1458,29.53,31939.94,76209.79
Brazil,Especial,Hipermercado,Adultos,Lentes,Cygnus atratus,2019.0,C4 2019,122925.49,8746,33.71,41435.28,81490.21
Brazil,Mail,Mayorista,Mujer,Vestimenta,Geococcyx californianus,2019.0,C4 2019,114642.75,7446,41.60,47689.43,66953.32
Brazil,Website,Hipermercado,Unisex,Vestimenta,Dusicyon thous,2019.0,C4 2019,163220.15,5652,70.42,114932.35,48287.80
Brazil,Mail,Hipermercado,Mascotas,Lentes,Corvus albus,2019.0,C4 2019,138127.95,968,73.31,101267.51,36860.44
Brazil,Mail,Especializado,Mujer,Accesorios,Anthropoides paradisea,2019.0,C4 2019,182468.73,2575,39.15,71439.03,111029.70
Brazil,MercadoLibre,Grandes Almacenes,Mascotas,Calzado,Ovis canadensis,2019.0,C4 2019,167936.96,15963,63.03,105858.20,62078.76
Brazil,Website,De proximidad,Mujer,Accesorios,Grus canadensis,2019.0,C4 2019,133953.35,13785,43.94,58861.96,75091.39
Brazil,Mail,Hipermercado,Adultos,Lentes,Mazama gouazoubira,2019.0,C4 2019,111520.96,2671,61.10,68137.55,43383.41
Brazil,MercadoLibre,Especializado,Unisex,Lentes,Equus hemionus,2019.0,C4 2019,180536.52,9982,37.89,68413.19,112123.33
Brazil,Especial,Grandes Almacenes,Hombre,Lentes,Pavo cristatus,2019.0,C4 2019,93216.26,4640,29.63,27617.89,65598.37
Brazil,Representante,Grandes Almacenes,Hombre,Calzado,Dendrocygna viduata,2019.0,C4 2019,92468.20,13931,63.78,58979.38,33488.82
Brazil,Representante,De proximidad,Adultos,Vestimenta,Junonia genoveua,2019.0,C4 2019,91201.76,10971,50.04,45640.46,45561.30
Brazil,Website,De proximidad,Infantil,Calzado,Zosterops pallidus,2019.0,C4 2019,183061.99,7449,37.74,69082.59,113979.40
Brazil,MercadoLibre,Mayorista,Mascotas,Calzado,Myiarchus tuberculifer,2019.0,C4 2019,182656.86,14776,31.54,57610.17,125046.69
Brazil,MercadoLibre,Hipermercado,Unisex,Juguetes,Eubalaena australis,2019.0,C4 2019,127055.51,6480,30.99,39373.70,87681.81
Brazil,Teléfono,Mayorista,Mascotas,Vestimenta,Crotaphytus collaris,2019.0,C4 2019,130494.23,12505,30.08,39248.43,91245.80
Brazil,Representante,Hipermercado,Adultos,Calzado,Dasyurus maculatus,2019.0,C4 2019,155196.14,4094,27.14,42122.32,113073.82
Brazil,Teléfono,Grandes Almacenes,Unisex,Calzado,Ovis canadensis,2019.0,C4 2019,177548.97,5549,66.93,118830.74,58718.23
Brazil,Teléfono,Especializado,Unisex,Joyas,Tiliqua scincoides,2019.0,C4 2019,119915.37,2075,62.74,75235.73,44679.64
Brazil,MercadoLibre,Hipermercado,Adultos,Joyas,Macropus rufogriseus,2019.0,C4 2019,160957.25,14900,59.38,95578.13,65379.12
Brazil,Teléfono,Mayorista,Hombre,Calzado,Hyaena brunnea,2019.0,C4 2019,136377.78,6254,64.61,88111.62,48266.16
Brazil,MercadoLibre,Mayorista,Adultos,Calzado,Dusicyon thous,2019.0,C4 2019,96370.14,4374,24.91,24004.76,72365.38
Brazil,Website,De proximidad,Mujer,Calzado,Hymenolaimus malacorhynchus,2019.0,C4 2019,149476.26,14676,47.56,71089.74,78386.52
Brazil,Teléfono,Grandes Almacenes,Hombre,Vestimenta,Geococcyx californianus,2019.0,C4 2019,123943.58,6542,62.86,77909.47,46034.11
Brazil,Especial,Mayorista,Infantil,Juguetes,Canis aureus,2019.0,C4 2019,185602.20,17027,34.88,64733.25,120868.95
Brazil,Especial,Grandes Almacenes,Mascotas,Calzado,Zosterops pallidus,2019.0,C4 2019,102734.81,8722,27.25,27993.87,74740.94
Brazil,Mail,Hipermercado,Unisex,Juguetes,Dusicyon thous,2019.0,C4 2019,182188.21,2312,71.32,129940.84,52247.37
Brazil,Teléfono,Hipermercado,Adultos,Juguetes,Tursiops truncatus,2019.0,C4 2019,174602.30,11248,50.09,87456.71,87145.59
Brazil,Website,De proximidad,Mujer,Calzado,Hymenolaimus malacorhynchus,2019.0,C4 2019,166619.71,10727,43.67,72763.73,93855.98
Brazil,Mail,Grandes Almacenes,Infantil,Vestimenta,Chordeiles minor,2019.0,C4 2019,93314.96,8385,40.47,37763.66,55551.30
Brazil,Website,Hipermercado,Hombre,Juguetes,Speotyte cuniculata,2019.0,C4 2019,141784.90,7567,66.66,94519.81,47265.09
Brazil,Especial,Mayorista,Infantil,Juguetes,Anhinga rufa,2019.0,C4 2019,155868.68,1391,25.57,39857.96,116010.72
Brazil,Teléfono,Hipermercado,Mujer,Calzado,Ardea cinerea,2019.0,C4 2019,163216.57,12726,57.46,93778.89,69437.68
Brazil,Teléfono,De proximidad,Mujer,Accesorios,Eremophila alpestris,2019.0,C4 2019,118146.98,3505,68.86,81358.81,36788.17
Brazil,Mail,De proximidad,Mascotas,Calzado,Ardea cinerea,2019.0,C4 2019,128043.21,6749,35.81,45853.60,82189.61
Brazil,Teléfono,Hipermercado,Hombre,Accesorios,Nasua nasua,2019.0,C4 2019,109079.27,5120,52.67,57452.47,51626.80
Brazil,Website,Hipermercado,Infantil,Accesorios,Nasua nasua,2019.0,C4 2019,130814.55,2414,35.89,46955.32,83859.23
Brazil,MercadoLibre,Grandes Almacenes,Unisex,Lentes,unavailable,2019.0,C4 2019,151347.55,10979,46.23,69969.19,81378.36
Brazil,Mail,De proximidad,Mascotas,Lentes,Equus hemionus,2019.0,C4 2019,95618.05,3571,41.85,40020.63,55597.42
Brazil,Website,Mayorista,Mascotas,Joyas,Dusicyon thous,2019.0,C4 2019,167298.58,3901,64.05,107158.54,60140.04
Brazil,Mail,Hipermercado,Infantil,Vestimenta,Ninox superciliaris,2019.0,C4 2019,143490.85,13219,54.63,78391.72,65099.13
Brazil,Mail,Grandes Almacenes,Infantil,Lentes,Cygnus atratus,2019.0,C4 2019,176522.58,11551,26.52,46817.38,129705.20
Brazil,Especial,Especializado,Mujer,Lentes,Speotyte cuniculata,2019.0,C4 2019,166111.78,15602,36.12,60001.29,106110.49
Brazil,Especial,Grandes Almacenes,Mujer,Lentes,Phalaropus lobatus,2019.0,C4 2019,101092.53,10375,33.55,33918.34,67174.19
Brazil,MercadoLibre,Grandes Almacenes,Adultos,Juguetes,Butorides striatus,2019.0,C4 2019,130403.36,10689,65.85,85874.49,44528.87
Brazil,Mail,Grandes Almacenes,Unisex,Juguetes,Eubalaena australis,2019.0,C4 2019,144276.26,4396,39.85,57494.47,86781.79
Brazil,MercadoLibre,Hipermercado,Mujer,Joyas,Canis latrans,2019.0,C4 2019,152107.81,6113,61.88,94118.38,57989.43
Brazil,Website,Especializado,Infantil,Lentes,Phalaropus lobatus,2019.0,C4 2019,140904.11,1525,36.00,50718.51,90185.60
Brazil,Website,Hipermercado,Mascotas,Calzado,Oreamnos americanus,2019.0,C4 2019,129486.63,14838,60.88,78833.99,50652.64
Brazil,Teléfono,Grandes Almacenes,Hombre,Juguetes,Orcinus orca,2019.0,C4 2019,165298.67,9118,42.90,70916.27,94382.40
Brazil,Website,Hipermercado,Infantil,Juguetes,Isoodon obesulus,2019.0,C4 2019,136331.39,15649,58.02,79092.91,57238.48
Brazil,Mail,Hipermercado,Mascotas,Accesorios,Phoenicopterus ruber,2019.0,C4 2019,107671.43,15927,62.22,66994.02,40677.41
Brazil,Website,Mayorista,Mujer,Juguetes,Anhinga rufa,2019.0,C4 2019,139979.47,14286,38.75,54244.08,85735.39
Brazil,Especial,Especializado,Adultos,Lentes,Speotyte cuniculata,2019.0,C4 2019,136546.98,13451,38.06,51966.90,84580.08
Brazil,MercadoLibre,Hipermercado,Hombre,Vestimenta,Eolophus roseicapillus,2019.0,C4 2019,158645.86,3707,37.24,59082.40,99563.46
Brazil,Teléfono,Hipermercado,Hombre,Accesorios,Sus scrofa,2019.0,C4 2019,153083.01,1983,58.50,89547.59,63535.42
Brazil,Website,Especializado,Hombre,Vestimenta,Ninox superciliaris,2019.0,C4 2019,183791.15,6755,49.48,90933.91,92857.24
Brazil,Especial,Grandes Almacenes,Mascotas,Calzado,Dendrocygna viduata,2019.0,C4 2019,181979.70,14593,55.07,100212.67,81767.03
Brazil,Especial,Especializado,Infantil,Accesorios,Phoenicopterus ruber,2019.0,C4 2019,91672.47,2377,24.88,22805.54,68866.93
Brazil,Especial,Grandes Almacenes,Infantil,Vestimenta,Crax sp.,2019.0,C4 2019,103322.66,10673,65.61,67793.86,35528.80
Brazil,Website,Mayorista,Unisex,Joyas,Meles meles,2019.0,C4 2019,156343.04,4901,40.34,63071.42,93271.62
Brazil,Website,Hipermercado,Unisex,Joyas,Canis latrans,2019.0,C4 2019,183740.00,12381,66.86,122841.86,60898.14
Brazil,Website,Hipermercado,Mujer,Accesorios,Tetracerus quadricornis,2019.0,C4 2019,162694.07,6762,72.84,118505.33,44188.74
Brazil,MercadoLibre,Grandes Almacenes,Mascotas,Vestimenta,Phalaropus fulicarius,2019.0,C4 2019,110153.88,7416,33.55,36955.41,73198.47
Brazil,Especial,Mayorista,Infantil,Vestimenta,Diomedea irrorata,2019.0,C4 2019,125521.54,7767,29.21,36670.23,88851.31
Brazil,Teléfono,Hipermercado,Mujer,Calzado,Genetta genetta,2019.0,C4 2019,138358.54,10207,31.70,43859.58,94498.96
Brazil,Especial,De proximidad,Infantil,Joyas,Canis latrans,2019.0,C4 2019,149394.39,13471,59.37,88699.41,60694.98
Brazil,Especial,Grandes Almacenes,Hombre,Juguetes,Bison bison,2019.0,C4 2019,115593.35,727,66.82,77240.18,38353.17
Brazil,Mail,Grandes Almacenes,Unisex,Calzado,Ceratotherium simum,2019.0,C4 2019,162380.99,14669,45.25,73481.43,88899.56
Brazil,Teléfono,De proximidad,Hombre,Lentes,Theropithecus gelada,2019.0,C4 2019,142548.87,9585,53.49,76252.15,66296.72
Brazil,Website,De proximidad,Adultos,Accesorios,Genetta genetta,2019.0,C4 2019,96453.82,11182,43.11,41579.33,54874.49
Brazil,Mail,Grandes Almacenes,Mujer,Juguetes,Canis aureus,2019.0,C4 2019,94577.31,13193,25.31,23935.94,70641.37
Brazil,MercadoLibre,Hipermercado,Mascotas,Juguetes,Hyaena hyaena,2019.0,C4 2019,120864.34,12510,43.62,52715.97,68148.37
