pais,metodo_orden,tipo_comercio,linea,tipo_producto,producto,año,cuatrimestre,ventas,cantidad,utilidad_bruta_p,utilidad_bruta,costos
Brazil,Teléfono,Especializado,Mascotas,Vestimenta,Geococcyx californianus,2019,C3 2019,"$98.903,83","1.157,0","26,80%","$26.504,74","$72.399,09"
Brazil,Mail,Grandes Almacenes,Adultos,Lentes,Phalaropus lobatus,2019,C3 2019,"$107.687,22","5.459,0","39,28%","$42.298,86","$65.388,36"
Brazil,Representante,De proximidad,Mascotas,Vestimenta,Meles meles,2019,C3 2019,"$136.013,11","9.612,0","33,53%","$45.602,16","$90.410,95"
Brazil,Representante,De proximidad,Infantil,Vestimenta,Chordeiles minor,2019,C3 2019,"$103.977,05","1.281,0","54,78%","$56.961,23","$47.015,82"
Brazil,Mail,Grandes Almacenes,Mujer,Lentes,Corvus albus,2019,C3 2019,"$146.116,87","3.520,0","69,61%","$101.715,48","$44.401,39"
Brazil,Mail,De proximidad,Mascotas,Juguetes,Butorides striatus,2019,C3 2019,"$131.675,00","1.267,0","53,83%","$70.874,74","$60.800,26"
Brazil,Mail,Mayorista,Hombre,Joyas,Anthropoides paradisea,2019,C3 2019,"$166.585,00","6.793,0","28,98%","$48.276,47","$118.308,53"
Brazil,Especial,Grandes Almacenes,Adultos,Lentes,Otaria flavescens,2019,C3 2019,"$113.838,44","14.884,0","32,72%","$37.252,90","$76.585,54"
Brazil,Especial,De proximidad,Mascotas,Juguetes,Eudyptula minor,2019,C3 2019,"$165.226,04","11.398,0","58,85%","$97.239,45","$67.986,59"
Brazil,Teléfono,Mayorista,Unisex,Lentes,Theropithecus gelada,2019,C3 2019,"$118.651,52","16.837,0","24,75%","$29.362,10","$89.289,42"
Brazil,Especial,De proximidad,Mujer,Vestimenta,Phoeniconaias minor,2019,C3 2019,"$91.223,88","14.861,0","58,29%","$53.176,96","$38.046,92"
Brazil,Representante,Hipermercado,Infantil,Accesorios,Galictis vittata,2019,C3 2019,"$142.168,99","6.170,0","39,26%","$55.809,42","$86.359,57"
Brazil,Especial,Mayorista,Mujer,Vestimenta,Chordeiles minor,2019,C3 2019,"$106.334,80","14.614,0","71,77%","$76.319,57","$30.015,23"
Brazil,MercadoLibre,Especializado,Mascotas,Lentes,Phalacrocorax carbo,2019,C3 2019,"$125.459,01","16.657,0","64,29%","$80.653,25","$44.805,76"
Brazil,MercadoLibre,Especializado,Mujer,Juguetes,Chordeiles minor,2019,C3 2019,"$112.437,44","4.638,0","29,45%","$33.117,61","$79.319,83"
Brazil,Especial,Hipermercado,Mascotas,Calzado,Oreamnos americanus,2019,C3 2019,"$107.138,02","8.690,0","24,60%","$26.360,12","$80.777,90"
Brazil,Teléfono,Grandes Almacenes,Adultos,Calzado,Ardea cinerea,2019,C3 2019,"$117.111,16","1.554,0","40,75%","$47.726,01","$69.385,15"
Brazil,Especial,De proximidad,Adultos,Vestimenta,Sylvicapra grimma,2019,C3 2019,"$176.231,99","7.346,0","43,41%","$76.507,64","$99.724,35"
Brazil,Especial,Mayorista,Mujer,Accesorios,Dasyurus viverrinus,2019,C3 2019,"$158.241,32","4.481,0","61,44%","$97.219,01","$61.022,31"
Brazil,Representante,Especializado,Mujer,Calzado,Odocoileus hemionus,2019,C3 2019,"$143.897,78","16.679,0","67,57%","$97.226,40","$46.671,38"
Brazil,Especial,Mayorista,Hombre,Accesorios,Butorides striatus,2019,C3 2019,"$138.892,26","10.038,0","61,80%","$85.832,81","$53.059,45"
Brazil,Mail,Hipermercado,Unisex,Lentes,Pavo cristatus,2019,C3 2019,"$119.894,72","6.630,0","68,26%","$81.845,15","$38.049,57"
Brazil,MercadoLibre,Grandes Almacenes,Mujer,Vestimenta,Junonia genoveua,2019,C3 2019,"$112.485,51","4.305,0","70,58%","$79.388,06","$33.097,45"
Brazil,Representante,De proximidad,Adultos,Lentes,Eolophus roseicapillus,2019,C3 2019,"$138.557,20","9.883,0","69,42%","$96.190,14","$42.367,06"
Brazil,MercadoLibre,Hipermercado,Mascotas,Lentes,Dicrurus adsimilis,2019,C3 2019,"$118.052,29","16.641,0","45,03%","$53.164,41","$64.887,88"
Brazil,Teléfono,Grandes Almacenes,Infantil,Vestimenta,Phoeniconaias minor,2019,C3 2019,"$119.887,77","8.178,0","66,38%","$79.577,31","$40.310,46"
Brazil,Mail,Mayorista,Hombre,Lentes,Corvus albus,2019,C3 2019,"$137.503,15","2.782,0","69,97%","$96.210,40","$41.292,75"
Brazil,MercadoLibre,Grandes Almacenes,Mujer,Lentes,unavailable,2019,C3 2019,"$100.190,77","17.504,0","55,94%","$56.048,41","$44.142,36"
Brazil,MercadoLibre,De proximidad,Adultos,Vestimenta,Crax sp.,2019,C3 2019,"$122.278,04","10.420,0","67,43%","$82.452,65","$39.825,39"
Brazil,Website,Grandes Almacenes,Adultos,Accesorios,Phoenicopterus ruber,2019,C3 2019,"$166.830,67","15.706,0","29,79%","$49.703,73","$117.126,94"
Brazil,MercadoLibre,De proximidad,Mascotas,Calzado,Sylvilagus floridanus,2019,C3 2019,"$176.531,83","6.694,0","74,80%","$132.044,87","$44.486,96"
Brazil,Teléfono,Grandes Almacenes,Hombre,Calzado,Antilocapra americana,2019,C3 2019,"$185.378,00","5.590,0","32,28%","$59.846,98","$125.531,02"
Brazil,MercadoLibre,Hipermercado,Hombre,Lentes,Cygnus atratus,2019,C3 2019,"$157.091,41","3.196,0","32,88%","$51.655,21","$105.436,20"
Brazil,Representante,Especializado,Mascotas,Calzado,Odocoileus hemionus,2019,C3 2019,"$124.023,70","870,0","72,24%","$89.600,81","$34.422,89"
Brazil,Website,Especializado,Infantil,Calzado,Antilocapra americana,2019,C3 2019,"$110.593,60","10.860,0","65,77%","$72.742,09","$37.851,51"
Brazil,Teléfono,Hipermercado,Mujer,Vestimenta,Ninox superciliaris,2019,C3 2019,"$107.845,25","14.224,0","65,45%","$70.584,05","$37.261,20"
Brazil,Mail,De proximidad,Infantil,Vestimenta,Deroptyus accipitrinus,2019,C3 2019,"$108.967,50","5.143,0","31,98%","$34.842,36","$74.125,14"
Brazil,Website,Hipermercado,Hombre,Lentes,Equus hemionus,2019,C3 2019,"$146.837,00","9.411,0","33,67%","$49.433,07","$97.403,93"
Brazil,Website,Especializado,Mascotas,Calzado,unavailable,2019,C3 2019,"$182.584,67","2.714,0","56,06%","$102.357,15","$80.227,52"
Brazil,Website,Especializado,Infantil,Juguetes,Canis aureus,2019,C3 2019,"$116.643,32","5.952,0","61,57%","$71.813,77","$44.829,55"
Brazil,Representante,De proximidad,Adultos,Juguetes,Canis aureus,2019,C3 2019,"$180.162,30","2.941,0","54,95%","$98.998,59","$81.163,71"
Brazil,Especial,De proximidad,Unisex,Vestimenta,Chordeiles minor,2019,C3 2019,"$133.814,72","16.303,0","59,00%","$78.955,66","$54.859,06"
Brazil,Mail,De proximidad,Infantil,Vestimenta,Crax sp.,2019,C3 2019,"$127.053,44","10.072,0","40,80%","$51.843,71","$75.209,73"
Brazil,MercadoLibre,De proximidad,Infantil,Juguetes,Kobus defassa,2019,C3 2019,"$140.471,36","4.534,0","54,78%","$76.948,81","$63.522,55"
Brazil,Representante,Especializado,Mascotas,Accesorios,Butorides striatus,2019,C3 2019,"$114.130,37","1.129,0","52,21%","$59.590,55","$54.539,82"
Brazil,Website,De proximidad,Mujer,Vestimenta,Junonia genoveua,2019,C3 2019,"$120.568,38","3.814,0","49,89%","$60.156,38","$60.412,00"
Brazil,Mail,Hipermercado,Mujer,Lentes,Corvus albus,2019,C3 2019,"$92.794,03","13.485,0","39,50%","$36.655,34","$56.138,69"
Brazil,Mail,Mayorista,Mascotas,Lentes,Mazama gouazoubira,2019,C3 2019,"$122.704,25","15.899,0","71,71%","$87.987,07","$34.717,18"
Brazil,Especial,Hipermercado,Adultos,Accesorios,Anthropoides paradisea,2019,C3 2019,"$176.510,72","17.061,0","62,92%","$111.063,60","$65.447,12"
Brazil,Mail,Grandes Almacenes,Mujer,Vestimenta,Platalea leucordia,2019,C3 2019,"$180.047,44","8.957,0","66,93%","$120.511,87","$59.535,57"
Brazil,Especial,Grandes Almacenes,Adultos,Vestimenta,Naja haje,2019,C3 2019,"$108.265,31","10.009,0","43,44%","$47.031,40","$61.233,91"
Brazil,Teléfono,De proximidad,Unisex,Joyas,Bassariscus astutus,2019,C3 2019,"$112.246,18","13.848,0","32,86%","$36.879,13","$75.367,05"
Brazil,Representante,Hipermercado,Unisex,Juguetes,Anhinga rufa,2019,C3 2019,"$140.602,53","17.189,0","51,48%","$72.378,83","$68.223,70"
Brazil,Website,Hipermercado,Unisex,Calzado,Dasyurus maculatus,2019,C3 2019,"$166.584,16","9.903,0","56,12%","$93.494,32","$73.089,84"
Brazil,Especial,De proximidad,Hombre,Juguetes,Kobus defassa,2019,C3 2019,"$90.635,72","16.443,0","71,37%","$64.684,37","$25.951,35"
Brazil,Teléfono,Especializado,Mujer,Calzado,Hyaena brunnea,2019,C3 2019,"$126.299,55","7.627,0","44,40%","$56.071,07","$70.228,48"
Brazil,MercadoLibre,De proximidad,Hombre,Lentes,Corvus albus,2019,C3 2019,"$122.001,10","17.383,0","43,96%","$53.632,54","$68.368,56"
Brazil,Representante,De proximidad,Mascotas,Accesorios,Sciurus vulgaris,2019,C3 2019,"$116.344,45","2.851,0","43,26%","$50.329,38","$66.015,07"
Brazil,Mail,Hipermercado,Infantil,Joyas,Macropus rufogriseus,2019,C3 2019,"$160.520,72","14.334,0","62,69%","$100.622,44","$59.898,28"
Brazil,Mail,Especializado,Hombre,Vestimenta,Ninox superciliaris,2019,C3 2019,"$136.647,04","6.065,0","30,18%","$41.234,55","$95.412,49"
Brazil,Representante,Mayorista,Hombre,Vestimenta,Crax sp.,2019,C3 2019,"$160.932,32","1.923,0","66,36%","$106.798,15","$54.134,17"
Brazil,Representante,Hipermercado,Hombre,Accesorios,Phalacrocorax brasilianus,2019,C3 2019,"$93.433,18","2.743,0","68,52%","$64.023,81","$29.409,37"
Brazil,Representante,Especializado,Mascotas,Calzado,Myiarchus tuberculifer,2019,C3 2019,"$159.273,68","1.224,0","70,18%","$111.784,16","$47.489,52"
Brazil,Especial,Hipermercado,Hombre,Juguetes,Kobus defassa,2019,C3 2019,"$141.375,58","2.591,0","29,40%","$41.564,36","$99.811,22"
Brazil,Website,Hipermercado,Unisex,Juguetes,Kobus defassa,2019,C3 2019,"$101.797,98","7.174,0","49,22%","$50.107,05","$51.690,93"
Brazil,MercadoLibre,De proximidad,Unisex,Vestimenta,Meles meles,2019,C3 2019,"$172.844,66","15.001,0","53,63%","$92.689,26","$80.155,40"
Brazil,Teléfono,Grandes Almacenes,Infantil,Calzado,Cacatua tenuirostris,2019,C3 2019,"$128.736,43","5.247,0","41,94%","$53.997,57","$74.738,86"
Brazil,Mail,Grandes Almacenes,Unisex,Vestimenta,Geococcyx californianus,2019,C3 2019,"$118.636,71","5.677,0","33,12%","$39.297,94","$79.338,77"
Brazil,Mail,Especializado,Hombre,Joyas,Anthropoides paradisea,2019,C3 2019,"$95.191,62","2.509,0","64,78%","$61.660,69","$33.530,93"
Brazil,MercadoLibre,Especializado,Mujer,Joyas,Coluber constrictor,2019,C3 2019,"$109.669,11","12.468,0","73,79%","$80.921,38","$28.747,73"
Brazil,Teléfono,Especializado,Hombre,Lentes,unavailable,2019,C3 2019,"$147.629,95","13.436,0","39,75%","$58.688,88","$88.941,07"
Brazil,MercadoLibre,Mayorista,Mascotas,Accesorios,Spermophilus parryii,2019,C3 2019,"$157.561,41","16.898,0","55,39%","$87.271,94","$70.289,47"
Brazil,Representante,De proximidad,Unisex,Lentes,unavailable,2019,C3 2019,"$101.581,84","10.547,0","71,46%","$72.588,75","$28.993,09"
Brazil,Representante,Grandes Almacenes,Infantil,Lentes,Eolophus roseicapillus,2019,C3 2019,"$122.721,62","9.818,0","34,60%","$42.463,47","$80.258,15"
Brazil,Teléfono,Grandes Almacenes,Mascotas,Juguetes,Chordeiles minor,2019,C3 2019,"$153.580,80","1.359,0","62,06%","$95.316,46","$58.264,34"
Brazil,Representante,De proximidad,Infantil,Accesorios,Galictis vittata,2019,C3 2019,"$132.983,84","13.994,0","43,08%","$57.286,14","$75.697,70"
Brazil,Especial,Especializado,Mujer,Joyas,Canis latrans,2019,C3 2019,"$143.208,06","16.952,0","74,54%","$106.751,94","$36.456,12"
Brazil,MercadoLibre,Hipermercado,Infantil,Accesorios,Galictis vittata,2019,C3 2019,"$121.172,10","8.135,0","64,61%","$78.290,83","$42.881,27"
Brazil,Representante,Especializado,Infantil,Calzado,Zosterops pallidus,2019,C3 2019,"$154.900,26","2.851,0","69,35%","$107.421,20","$47.479,06"
Brazil,Teléfono,De proximidad,Infantil,Accesorios,Eremophila alpestris,2019,C3 2019,"$109.448,93","3.220,0","68,87%","$75.379,49","$34.069,44"
Brazil,Representante,Mayorista,Unisex,Calzado,Dasyurus maculatus,2019,C3 2019,"$152.926,58","16.730,0","64,96%","$99.335,10","$53.591,48"
Brazil,Website,Especializado,Adultos,Calzado,Oreamnos americanus,2019,C3 2019,"$150.638,49","4.317,0","55,13%","$83.048,10","$67.590,39"
Brazil,Mail,De proximidad,Hombre,Calzado,Hymenolaimus malacorhynchus,2019,C3 2019,"$124.427,93","3.085,0","64,49%","$80.241,74","$44.186,19"
Brazil,Especial,Mayorista,Mujer,Juguetes,Kobus defassa,2019,C3 2019,"$99.858,42","4.456,0","45,48%","$45.413,49","$54.444,93"
Brazil,Especial,Hipermercado,Mujer,Juguetes,Orcinus orca,2019,C3 2019,"$118.266,32","7.603,0","63,54%","$75.143,80","$43.122,52"
Brazil,MercadoLibre,Especializado,Hombre,Calzado,Myiarchus tuberculifer,2019,C3 2019,"$158.564,24","11.612,0","27,28%","$43.249,04","$115.315,20"
Brazil,Teléfono,Mayorista,Unisex,Juguetes,Boselaphus tragocamelus,2019,C3 2019,"$118.210,36","8.733,0","43,16%","$51.013,93","$67.196,43"
Brazil,MercadoLibre,Grandes Almacenes,Hombre,Accesorios,Sarcophilus harrisii,2019,C3 2019,"$109.661,76","14.565,0","52,31%","$57.359,74","$52.302,02"
Brazil,Especial,Grandes Almacenes,Unisex,Accesorios,Sus scrofa,2019,C3 2019,"$166.832,33","10.209,0","43,56%","$72.680,35","$94.151,98"
Brazil,Website,Mayorista,Unisex,Vestimenta,Crotaphytus collaris,2019,C3 2019,"$131.094,45","13.926,0","48,76%","$63.923,31","$67.171,14"
Brazil,Representante,Grandes Almacenes,Infantil,Accesorios,Sciurus vulgaris,2019,C3 2019,"$104.158,98","1.300,0","74,83%","$77.942,01","$26.216,97"
Brazil,Website,De proximidad,Hombre,Vestimenta,Ninox superciliaris,2019,C3 2019,"$170.036,88","15.108,0","47,74%","$81.183,61","$88.853,27"
Brazil,Teléfono,Hipermercado,Mascotas,Juguetes,Eudyptula minor,2019,C3 2019,"$95.489,33","7.553,0","63,98%","$61.090,27","$34.399,06"
Brazil,MercadoLibre,Especializado,Infantil,Vestimenta,Phylurus milli,2019,C3 2019,"$156.123,90","10.431,0","38,63%","$60.304,61","$95.819,29"
Brazil,Teléfono,Grandes Almacenes,Mujer,Calzado,Dusicyon thous,2019,C3 2019,"$118.325,78","1.116,0","66,90%","$79.160,63","$39.165,15"
Brazil,Website,Grandes Almacenes,Mascotas,Joyas,Lasiorhinus latifrons,2019,C3 2019,"$170.910,39","1.125,0","31,32%","$53.535,50","$117.374,89"
Brazil,Representante,Especializado,Adultos,Accesorios,Phalacrocorax brasilianus,2019,C3 2019,"$104.405,56","2.084,0","65,12%","$67.993,16","$36.412,40"
Brazil,Mail,De proximidad,Adultos,Joyas,Meles meles,2019,C3 2019,"$164.652,47","2.347,0","27,90%","$45.939,48","$118.712,99"
Brazil,Website,Mayorista,Hombre,Lentes,Francolinus swainsonii,2019,C3 2019,"$175.626,62","4.814,0","30,44%","$53.461,61","$122.165,01"
Brazil,MercadoLibre,Hipermercado,Adultos,Calzado,unavailable,2019,C3 2019,"$163.255,47","7.688,0","41,08%","$67.071,15","$96.184,32"
Brazil,Teléfono,Especializado,Mujer,Calzado,Odocoileus hemionus,2019,C3 2019,"$94.057,06","4.754,0","52,25%","$49.144,66","$44.912,40"
Brazil,Teléfono,Especializado,Mascotas,Joyas,Dusicyon thous,2019,C3 2019,"$145.377,41","2.452,0","62,92%","$91.468,41","$53.909,00"
Brazil,Teléfono,Grandes Almacenes,Adultos,Lentes,Dicrurus adsimilis,2019,C3 2019,"$111.407,66","6.521,0","61,87%","$68.924,31","$42.483,35"
Brazil,Website,Grandes Almacenes,Adultos,Vestimenta,Phalaropus fulicarius,2019,C3 2019,"$144.875,14","3.720,0","50,55%","$73.234,84","$71.640,30"
Brazil,MercadoLibre,Grandes Almacenes,Mujer,Calzado,Colaptes campestroides,2019,C3 2019,"$128.922,04","13.467,0","58,79%","$75.798,84","$53.123,20"
Brazil,Especial,Grandes Almacenes,Unisex,Juguetes,Canis aureus,2019,C3 2019,"$165.472,34","9.707,0","38,89%","$64.357,60","$101.114,74"
Brazil,Website,Especializado,Hombre,Joyas,Ammospermophilus nelsoni,2019,C3 2019,"$173.564,04","13.706,0","57,68%","$100.117,01","$73.447,03"
Brazil,Especial,De proximidad,Infantil,Calzado,Sylvilagus floridanus,2019,C3 2019,"$161.953,28","3.966,0","75,07%","$121.573,93","$40.379,35"
Brazil,MercadoLibre,De proximidad,Adultos,Accesorios,Arctogalidia trivirgata,2019,C3 2019,"$102.426,74","8.518,0","73,69%","$75.477,13","$26.949,61"
Brazil,Especial,Mayorista,Unisex,Joyas,Chelodina longicollis,2019,C3 2019,"$131.956,51","11.794,0","46,49%","$61.345,76","$70.610,75"
Brazil,Website,Grandes Almacenes,Infantil,Juguetes,Speotyte cuniculata,2019,C3 2019,"$145.263,52","14.367,0","28,83%","$41.877,30","$103.386,22"
Brazil,Mail,Grandes Almacenes,Hombre,Accesorios,Sarcophilus harrisii,2019,C3 2019,"$170.167,08","7.902,0","60,19%","$102.430,54","$67.736,54"
Brazil,MercadoLibre,Grandes Almacenes,Hombre,Vestimenta,Meles meles,2019,C3 2019,"$108.004,82","16.492,0","37,91%","$40.941,85","$67.062,97"
Brazil,MercadoLibre,Mayorista,Infantil,Lentes,Amphibolurus barbatus,2019,C3 2019,"$104.794,02","2.590,0","53,63%","$56.196,15","$48.597,87"
Brazil,Teléfono,Hipermercado,Hombre,Joyas,Coluber constrictor,2019,C3 2019,"$117.282,71","6.753,0","53,64%","$62.907,45","$54.375,26"
Brazil,Representante,Hipermercado,Mascotas,Joyas,Bassariscus astutus,2019,C3 2019,"$167.235,14","10.676,0","44,10%","$73.745,15","$93.489,99"
Brazil,Especial,Mayorista,Mascotas,Vestimenta,Phalaropus fulicarius,2019,C3 2019,"$142.074,67","15.642,0","75,01%","$106.572,67","$35.502,00"
Brazil,Especial,Grandes Almacenes,Unisex,Lentes,Larus novaehollandiae,2019,C3 2019,"$101.312,09","9.176,0","41,07%","$41.613,77","$59.698,32"
Brazil,Teléfono,Especializado,Hombre,Juguetes,Isoodon obesulus,2019,C3 2019,"$135.280,69","6.482,0","25,69%","$34.748,26","$100.532,43"
Brazil,Website,Mayorista,Hombre,Calzado,Dendrocygna viduata,2019,C3 2019,"$181.308,38","11.574,0","44,94%","$81.478,33","$99.830,05"
Brazil,Especial,Grandes Almacenes,Infantil,Juguetes,Butorides striatus,2019,C3 2019,"$166.714,30","11.750,0","69,42%","$115.734,12","$50.980,18"
Brazil,Especial,Mayorista,Mujer,Lentes,Phalaropus lobatus,2019,C3 2019,"$120.756,83","836,0","74,14%","$89.525,17","$31.231,66"
Brazil,MercadoLibre,Especializado,Mujer,Juguetes,Hyaena hyaena,2019,C3 2019,"$173.175,88","10.288,0","73,94%","$128.051,49","$45.124,39"
Brazil,Representante,Mayorista,Adultos,Calzado,Dusicyon thous,2019,C3 2019,"$97.226,25","16.888,0","51,38%","$49.959,19","$47.267,06"
Brazil,Teléfono,De proximidad,Unisex,Accesorios,Nasua nasua,2019,C3 2019,"$123.517,49","11.698,0","29,54%","$36.483,73","$87.033,76"
Brazil,Representante,De proximidad,Infantil,Vestimenta,Ninox superciliaris,2019,C3 2019,"$149.055,72","14.424,0","31,67%","$47.201,65","$101.854,07"
Brazil,Mail,Hipermercado,Hombre,Lentes,Butorides striatus,2019,C3 2019,"$155.368,22","13.308,0","50,96%","$79.181,37","$76.186,85"
Brazil,Especial,Especializado,Adultos,Lentes,Cygnus atratus,2019,C3 2019,"$118.681,76","16.900,0","73,02%","$86.658,60","$32.023,16"
Brazil,Especial,Especializado,Unisex,Juguetes,Isoodon obesulus,2019,C3 2019,"$116.705,63","14.094,0","59,55%","$69.492,39","$47.213,24"
Brazil,Teléfono,Hipermercado,Mujer,Lentes,Francolinus swainsonii,2019,C3 2019,"$103.918,06","4.505,0","66,13%","$68.721,82","$35.196,24"
Brazil,Representante,Grandes Almacenes,Infantil,Juguetes,Anitibyx armatus,2019,C3 2019,"$122.216,68","5.400,0","38,29%","$46.798,95","$75.417,73"
Brazil,Mail,De proximidad,Hombre,Lentes,Gazella thompsonii,2019,C3 2019,"$95.998,47","11.239,0","54,37%","$52.195,02","$43.803,45"
Brazil,Mail,De proximidad,Mascotas,Juguetes,Canis aureus,2019,C3 2019,"$150.566,89","8.191,0","46,59%","$70.145,93","$80.420,96"
Brazil,Website,Especializado,Mascotas,Lentes,Larus novaehollandiae,2019,C3 2019,"$149.568,44","845,0","41,95%","$62.742,01","$86.826,43"
Brazil,Especial,De proximidad,Infantil,Vestimenta,Platalea leucordia,2019,C3 2019,"$172.974,54","4.150,0","67,13%","$116.124,95","$56.849,59"
Brazil,Representante,De proximidad,Unisex,Accesorios,Dasyurus viverrinus,2019,C3 2019,"$93.135,32","6.154,0","57,79%","$53.826,41","$39.308,91"
Brazil,MercadoLibre,De proximidad,Infantil,Calzado,Hyaena brunnea,2019,C3 2019,"$128.934,53","3.556,0","46,73%","$60.257,26","$68.677,27"
Brazil,Mail,De proximidad,Hombre,Accesorios,Tetracerus quadricornis,2019,C3 2019,"$113.136,19","12.996,0","74,62%","$84.427,36","$28.708,83"
Brazil,Website,Especializado,Mujer,Accesorios,Tetracerus quadricornis,2019,C3 2019,"$96.299,97","12.235,0","27,29%","$26.279,90","$70.020,07"
Brazil,Representante,Especializado,Mascotas,Juguetes,Chordeiles minor,2019,C3 2019,"$181.239,78","1.711,0","39,37%","$71.359,57","$109.880,21"
Brazil,Website,De proximidad,Unisex,Calzado,Dendrocygna viduata,2019,C3 2019,"$140.395,71","13.151,0","74,46%","$104.539,85","$35.855,86"
Brazil,Teléfono,Grandes Almacenes,Mujer,Joyas,Tiliqua scincoides,2019,C3 2019,"$124.426,19","3.438,0","65,32%","$81.278,71","$43.147,48"
Brazil,Representante,Hipermercado,Adultos,Accesorios,Lamprotornis nitens,2019,C3 2019,"$144.245,46","14.429,0","63,99%","$92.295,60","$51.949,86"
Brazil,MercadoLibre,Grandes Almacenes,Mascotas,Calzado,Dusicyon thous,2019,C3 2019,"$176.788,70","13.135,0","24,84%","$43.921,57","$132.867,13"
Brazil,Website,De proximidad,Mascotas,Lentes,Lycaon pictus,2019,C3 2019,"$104.213,20","5.532,0","72,30%","$75.349,30","$28.863,90"
Brazil,Mail,Grandes Almacenes,Adultos,Vestimenta,Deroptyus accipitrinus,2019,C3 2019,"$162.666,82","7.192,0","58,36%","$94.935,22","$67.731,60"
Brazil,Website,Especializado,Adultos,Accesorios,Lamprotornis nitens,2019,C3 2019,"$103.866,46","3.057,0","63,08%","$65.522,20","$38.344,26"
Brazil,MercadoLibre,Mayorista,Mascotas,Calzado,Hyaena brunnea,2019,C3 2019,"$154.700,57","7.392,0","73,15%","$113.164,04","$41.536,53"
Brazil,Mail,Mayorista,Mascotas,Vestimenta,Phalaropus fulicarius,2019,C3 2019,"$181.502,38","9.071,0","25,39%","$46.078,16","$135.424,22"
Brazil,Website,Mayorista,Mujer,Vestimenta,Phalaropus fulicarius,2019,C3 2019,"$100.056,76","7.366,0","38,78%","$38.798,62","$61.258,14"
Brazil,Mail,Mayorista,Mujer,Accesorios,Galictis vittata,2019,C3 2019,"$118.280,22","3.682,0","49,12%","$58.103,13","$60.177,09"
Brazil,Representante,Hipermercado,Mascotas,Lentes,Gazella thompsonii,2019,C3 2019,"$134.094,69","6.698,0","44,21%","$59.284,29","$74.810,40"
Brazil,MercadoLibre,Mayorista,Infantil,Calzado,Sylvilagus floridanus,2019,C3 2019,"$115.237,08","9.317,0","37,62%","$43.355,69","$71.881,39"
Brazil,MercadoLibre,Hipermercado,Infantil,Joyas,Ammospermophilus nelsoni,2019,C3 2019,"$182.378,06","13.505,0","67,00%","$122.196,19","$60.181,87"
Brazil,MercadoLibre,Especializado,Adultos,Joyas,Pavo cristatus,2019,C3 2019,"$98.711,02","11.895,0","59,69%","$58.923,03","$39.787,99"
Brazil,Especial,Especializado,Adultos,Vestimenta,Phylurus milli,2019,C3 2019,"$111.131,99","7.943,0","73,09%","$81.230,68","$29.901,31"
Brazil,Representante,Grandes Almacenes,Hombre,Juguetes,Tursiops truncatus,2019,C3 2019,"$160.487,53","3.554,0","43,18%","$69.303,98","$91.183,55"
Brazil,Website,Especializado,Mujer,Lentes,Butorides striatus,2019,C3 2019,"$157.130,98","11.149,0","60,31%","$94.771,03","$62.359,95"
Brazil,Representante,Hipermercado,Adultos,Lentes,Butorides striatus,2019,C3 2019,"$114.822,26","1.824,0","31,34%","$35.983,25","$78.839,01"
Brazil,Especial,De proximidad,Adultos,Juguetes,Isoodon obesulus,2019,C3 2019,"$124.334,88","4.719,0","59,75%","$74.285,08","$50.049,80"
Brazil,Representante,Especializado,Mujer,Joyas,Colobus guerza,2019,C3 2019,"$97.232,77","13.409,0","48,50%","$47.153,06","$50.079,71"
Brazil,Representante,Especializado,Mascotas,Accesorios,Sus scrofa,2019,C3 2019,"$110.777,14","12.626,0","51,45%","$56.994,38","$53.782,76"
Brazil,Website,Mayorista,Mascotas,Calzado,Ceratotherium simum,2019,C3 2019,"$106.628,29","17.092,0","29,77%","$31.748,10","$74.880,19"
Brazil,Teléfono,Mayorista,Unisex,Vestimenta,Meles meles,2019,C3 2019,"$171.823,58","5.291,0","64,70%","$111.176,72","$60.646,86"
Brazil,Representante,De proximidad,Hombre,Vestimenta,Sylvicapra grimma,2019,C3 2019,"$144.164,05","4.350,0","48,10%","$69.338,38","$74.825,67"
Brazil,Especial,Mayorista,Infantil,Lentes,Limnocorax flavirostra,2019,C3 2019,"$138.880,00","12.907,0","47,32%","$65.719,70","$73.160,30"
Brazil,Website,Especializado,Unisex,Calzado,Colaptes campestroides,2019,C3 2019,"$172.083,17","14.951,0","62,70%","$107.898,69","$64.184,48"
Brazil,Website,De proximidad,Mujer,Calzado,Zosterops pallidus,2019,C3 2019,"$113.341,63","9.392,0","43,27%","$49.044,39","$64.297,24"
Belize,Website,Hipermercado,Adultos,Vestimenta,Meles meles,2019,C3 2019,"$181.292,46","6.716,0","36,61%","$66.376,32","$114.916,14"
Canada,Representante,Especializado,Mujer,Accesorios,Sarcophilus harrisii,2019,C3 2019,"$176.624,88","2.909,0","64,55%","$114.010,31","$62.614,57"
Canada,Representante,De proximidad,Hombre,Accesorios,Carduelis pinus,2019,C3 2019,"$170.027,00","9.430,0","38,63%","$65.678,56","$104.348,44"
Canada,Teléfono,De proximidad,Infantil,Lentes,Cygnus atratus,2019,C3 2019,"$160.257,22","3.032,0","70,25%","$112.584,35","$47.672,87"
Canada,MercadoLibre,Mayorista,Adultos,Joyas,Lasiorhinus latifrons,2019,C3 2019,"$95.023,81","1.818,0","43,67%","$41.494,34","$53.529,47"
